作物,年份,1月價格,2月價格,3月價格,4月價格,5月價格,6月價格,7月價格,8月價格,9月價格,10月價格,11月價格,12月價格,
香瓜(美濃瓜)(元/公斤),2001年,28.77,25,23.80,31.73,26.38,34.12,41.93,54.13,64.89,72.39,50.92,21.15,
敏豆(四季豆)(元/公斤),2001年,25.50,24.50,23.89,25.90,16.94,20.38,21.19,23.95,33.08,48.55,32.67,16.17,
豇豆(元/公斤),2001年,72,22.13,26.33,57.78,58.25,-,-,-,-,-,80.27,23.30,
豌豆(元/公斤),2001年,61.78,21.22,22,50.17,48.25,-,-,-,-,-,99.50,25.42,
甜豌豆(元/公斤),2001年,13.56,16.33,12.75,12,13.42,10.39,11.33,11,12.75,13.50,16.25,15.94,
毛豆(帶莢)(元/公斤),2001年,60.88,12.60,14,22,15.56,77.50,76.67,56.67,76.67,67.83,99.17,46.67,
辣椒(元/公斤),2001年,18.83,10.32,8.40,9.50,7.70,10.20,10.15,10.77,12.71,20.04,39.77,19.50,
甜玉米(鮮食)(元/公斤),2001年,66.70,66.70,-,-,-,-,-,47.67,50,35,45.50,47.33,
蓮藕(元/公斤),2001年,122.22,96.11,80.56,86.25,-,-,-,-,-,-,89.17,89.44,
草莓(元/公斤),2001年,77.33,71.50,75.33,85.33,97.67,81,93.33,100,115,113.33,102.50,87.50,
洋菇(元/公斤),2001年,615.36,670.42,675.67,661.67,647.50,643.92,640,641.67,638.75,590.83,567.08,623.75,
香菇(太空包)乾(元/公斤),2001年,62.50,55.72,51.11,50.56,49.50,49,48,49.67,47.33,46.67,46.78,50.92,
香菇(太空包)鮮(元/公斤),2001年,35,34.33,28.33,20.67,20.67,11.33,28.67,28.17,29.67,31.33,27.33,29.83,
木耳(黑色溼)(元/公斤),2001年,40,41,45.33,37.33,31.33,21.67,39.67,41.17,36.67,47.33,48.33,47.67,
鮑魚菇(元/公斤),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
杏鮑菇(元/公斤),2001年,15.17,13.83,17.83,19.83,-,-,-,-,20,24.25,21.89,20.44,
葡萄柚(元/公斤),2001年,-,-,48.83,40,31.22,20.48,25.33,-,-,-,-,-,
芒果(在來)(元/公斤),2001年,-,-,-,45.83,39.67,30.18,26.22,54.44,-,-,-,-,
芒果(愛文)(元/公斤),2001年,-,-,-,43.33,24.83,13.22,14.17,20,-,-,-,-,
芒果(金煌)(元/公斤),2001年,24.33,14.50,11.05,8.83,12.57,9.54,14.38,16.75,20.50,18.58,20.33,18.67,
番石榴(泰國)(元/公斤),2001年,19.26,12.20,9.47,6.89,14.38,12.17,16.50,17.67,18.67,19.10,19.65,12.73,
番石榴(世紀)(元/公斤),2001年,36.22,25.87,20.04,15.17,17.58,12.05,14.36,22.58,29,32.89,35.69,31.50,
番石榴(珍珠)(元/公斤),2001年,50.67,38.83,45.44,40.56,35.42,29.53,-,-,-,-,73.33,58.89,
蓮霧(元/公斤),2001年,-,73.33,141.58,113.33,-,-,-,-,-,-,-,55,
枇杷(元/公斤),2001年,-,-,-,-,-,30.79,33.04,-,-,-,-,-,
荔枝(黑葉)(元/公斤),2001年,-,-,-,-,127.08,122.92,-,-,-,-,-,-,
荔枝(玉荷)(元/公斤),2001年,-,-,-,-,-,-,48.75,26.93,26,-,-,-,
龍眼(大粒)(元/公斤),2001年,48.84,36.53,29,-,-,-,-,-,-,30,37.33,61.93,
棗子(元/公斤),2001年,44.25,52.67,65,-,-,-,64,53.83,54.92,65,51.89,46.44,
番荔枝(元/公斤),2001年,27.63,25.93,22.88,25.56,25.13,-,21.33,23.37,25.82,29.05,28.33,22.66,
楊桃(馬來種)(元/公斤),2001年,-,-,-,-,-,72.67,41.10,36.90,41.67,53.42,48.17,59.67,
酪梨(元/公斤),2001年,5.21,5.91,6.12,5.92,6.42,5.87,6.53,6.87,6.64,6.72,6.05,5.65,
椰子(元/公斤),2001年,0.98,1.25,1.35,2.18,2.65,1.27,0.89,0.78,0.55,0.42,0.41,0.45,
檳榔(元/ 粒),2001年,18.18,20.44,25.67,22.22,18.90,15.11,19.10,24.13,17.06,20.67,31.93,28.07,
木瓜(元/公斤),2001年,-,-,-,-,50,28.93,28.33,17.67,18.33,20.17,17.33,-,
百香果(元/公斤),2001年,20.48,15.30,17.88,15,9.54,8.60,6.63,7.19,10.28,13.19,12.43,16,
香蕉(內銷)(元/公斤),2001年,13,12.83,11.33,8.83,11.21,13.16,13,16.12,13.91,11.19,10.08,10.83,
鳳梨(開英)(元/公斤),2001年,-,11.67,9.33,7,7,11.67,10.33,-,-,-,-,-,
鳳梨(17號)(元/公斤),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
紅龍果(元/公斤),2001年,32.52,23.85,32.23,-,-,-,-,-,-,28.57,22.39,24.92,
椪柑(元/公斤),2001年,35.80,32.70,33.32,30.67,-,-,-,-,-,-,-,-,
桶柑(元/公斤),2001年,-,-,-,-,-,-,-,-,33.67,20.83,-,-,
文旦(元/公斤),2001年,19.76,25.72,30.77,37.17,-,-,-,-,28,22.22,19.43,19.26,
柳橙(元/公斤),2001年,11.38,9.60,13,15.55,14.83,12.72,7.74,6.04,7.19,11.56,20.89,18.95,
檸檬(元/公斤),2001年,20.89,14.59,-,-,-,-,-,-,-,-,-,17.25,
海梨柑(元/公斤),2001年,78.34,79.95,78.50,87.08,-,-,-,-,-,-,-,75.17,
茂谷柑(元/公斤),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
金柑(元/公斤),2001年,-,-,70,71.67,42.33,45,-,-,-,-,-,-,
李(玉李)(元/公斤),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
李(紅肉)(元/公斤),2001年,-,-,-,-,36.85,43.59,39.10,-,-,-,-,-,
鶯歌桃(元/公斤),2001年,-,-,-,80.53,48.26,52.98,-,-,-,-,-,-,
甜桃(元/公斤),2001年,-,-,-,-,-,65,86.67,105,-,-,-,-,
水蜜桃(元/公斤),2001年,-,-,-,-,-,-,-,-,-,25,23.67,-,
牛心柿(元/公斤),2001年,-,-,-,-,-,-,-,-,105,107.36,128.59,170.87,
甜柿(元/公斤),2001年,-,-,-,-,-,-,-,30.05,26.72,25.79,-,-,
紅柿(軟柿)(元/公斤),2001年,-,-,48.61,27.65,33,-,-,-,-,-,-,-,
青梅(手採)(元/公斤),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
青梅(竿採)(元/公斤),2001年,-,-,-,-,-,34.17,25,28.17,29.21,22.55,-,-,
橫山梨(元/公斤),2001年,-,-,-,-,105.52,67.82,71.18,74.70,92.50,-,-,-,
新世紀梨(元/公斤),2001年,-,-,-,-,79.97,73.51,68.61,73.89,-,-,-,-,
豐水梨(元/公斤),2001年,-,-,-,-,-,130,87.67,100,50,-,-,-,
幸水梨(元/公斤),2001年,-,-,-,-,-,70,60.31,61.11,63.02,52.25,-,-,
新興梨(元/公斤),2001年,49.86,55.68,76.83,104.17,84.17,53.25,43.25,52.14,63.65,57.78,44.56,50.09,
巨峰葡萄(元/公斤),2001年,28.42,32.39,34.64,32,31.39,35.32,33.55,33.43,34.67,41.29,49.03,48.99,
落花生(帶殼)(元/公斤),2001年,52.39,52.75,57,-,-,-,-,-,-,-,-,70,
紅豆(中等)(元/公斤),2001年,64.67,62.33,61.33,62.33,64,62,64.67,67.33,71,75,77.67,75,
綠豆(省產)(元/公斤),2001年,8.90,8.14,6.98,7.27,7.07,7.34,6.73,7.86,8.51,9.40,9.38,8.91,
甘藷(元/公斤),2001年,-,-,203.83,266.48,164.63,130.94,93.33,103.33,142.49,178.37,210.86,198.17,
烏龍茶菁(手)(元/公斤),2001年,-,-,-,33.77,26.03,27.67,30,30,19,19.85,35.83,-,
烏龍茶菁(機)(元/公斤),2001年,-,-,74.33,178.33,122.11,81.73,53.33,65.17,95.48,118.73,154.05,133.61,
金萱茶菁(手)(元/公斤),2001年,-,-,23.33,17.44,14.94,10.83,10.83,11.55,13.16,15.61,20.89,-,
金萱茶菁(機)(元/公斤),2001年,-,-,-,-,240,249,268.89,282.78,276.11,274.17,-,-,
蓮子(脫殼)(元/公斤),2001年,9.31,9.93,7.33,7.75,8.68,8.92,9.25,9.92,8.52,8.64,9.66,9.03,
紅甘蔗(元/公斤),2001年,128.53,136.78,133.25,132.43,130.89,130.33,129.55,131.33,113.83,132.33,129.17,129.83,
芝麻(黑省產)(元/公斤),2001年,9.17,7.50,8.52,7.19,8.09,5.66,5.51,5.84,4.23,4.66,6.48,7.39,
文心蘭(元/支),2001年,2.86,2.86,3.08,3.81,2.74,2.75,2.82,3.18,3.66,5.32,3.92,2.99,
菊花(大菊)(元/支),2001年,4.97,5.95,4.32,3.11,3.92,3.98,3.54,5.17,3.32,3.51,4.09,3.20,
玫瑰(黛安娜)(元/支),2001年,17.52,11.63,11.40,7.77,7.33,8.25,10.50,10.80,9.97,10.79,11.24,10.53,
火鶴(紅)(元/支),2001年,4.43,2.50,1.67,1.93,2.83,4.10,2.77,3.13,3.47,5.90,4.33,2.57,
非洲菊(元/支),2001年,66.67,40.55,26.89,34.33,33,35.33,46.42,62.20,60.36,97.67,90.56,47.56,
滿天星(元/ 把),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
卡斯比亞(元/把),2001年,2.91,2.56,2.07,2.10,2.11,2.18,2.18,2.34,2.24,2.66,2.45,2.51,
香石竹(康乃馨)大輪(元/支),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
香石竹(康乃馨)中康(元/支),2001年,7.58,8.17,6.25,5.07,4.65,4.57,4.48,4.40,5.22,6.33,7.05,8.08,
天堂鳥(元/支),2001年,4.13,5.33,3.79,4.19,3.88,3.33,3.42,3.92,4.50,5.67,4.33,4.25,
夜來香(元/支),2001年,3.70,6,3.87,3.61,3.07,4.01,3.73,5.36,5.83,5.86,4.65,3.58,
唐菖蒲(劍蘭)(元/支),2001年,15.40,11.67,16,22,17.67,13.67,19.83,21.33,21.67,20,27,8.33,
葵百合(紅)(元/支),2001年,12.17,9.70,11.50,10.87,17.67,10,9.33,8.83,16.33,13,21.13,9.13,
姬百合(橙)(元/支),2001年,35,34.33,35.32,35.65,43,31.67,34.33,45.80,51.33,45.33,36.88,36.50,
香水百合(白)(元/支),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
香水百合(黃)(元/支),2001年,-,-,-,-,-,-,-,-,-,-,-,-,
聖誕紅(元/盆),2000年,3.91,4.52,4.17,4.19,8.42,14.92,18,16.50,19.44,9.22,9.17,11.33,
蘿蔔(元/公斤),2000年,6.56,4.65,4.38,5.11,6.67,7,-,-,-,-,-,21,
胡蘿蔔(元/公斤),2000年,-,7.67,17.83,22.92,24.17,-,-,-,-,-,-,-,
牛蒡(元/公斤),2000年,41,-,-,-,55.54,43.13,37.13,35.98,32.22,30.92,33.68,34,
生薑(嫩薑)(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
生薑(老薑粉薑)(元/公斤),2000年,13.83,17.67,14.50,15,14.67,10.67,10,12.33,16.67,22.55,26.56,26.22,
芋頭(元/公斤),2000年,-,-,130,82.19,71.22,72.20,49.40,43.40,43.92,35,-,-,
綠竹筍(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
烏殼;綠竹筍(元/公斤),2000年,49.17,57.50,47,42.17,27.22,19.33,12.89,19.67,21.67,17.11,24.72,35.50,
麻竹筍(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
桂竹筍(生筍)(元/公斤 ),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
轎篙筍(元/公斤),2000年,-,-,-,-,90,83.33,91.67,92.33,91.67,83.33,-,-,
白蘆筍(元/公斤),2000年,80,-,75,63.22,72.50,70.75,72.25,78.58,82.92,71.67,69.45,78.11,
綠蘆筍(元/公斤),2000年,-,-,-,65.67,34.33,32.33,35.67,31.33,32.33,29.15,35,-,
茭白筍(帶殼)(元/公斤),2000年,8.46,8.34,10.78,7.55,13.17,8.68,12.47,14.60,15.68,10.47,22.75,12.74,
大芥菜(鮮食)(元/公斤),2000年,7.98,8.73,10.23,10.85,9.08,-,-,-,-,-,-,11.43,
馬鈴薯(食用)(元/公斤),2000年,17.82,18.31,19.13,21.43,22.56,21.18,17.36,19.74,26.69,21.85,35.69,50.04,
青蔥(元/公斤),2000年,6.66,7.91,6.39,5.29,5.48,-,-,-,-,-,-,-,
洋蔥(內銷)(元/公斤),2000年,38.75,23,38.51,38.26,28.10,-,-,-,-,-,-,60.55,
青蒜(元/公斤),2000年,-,65.15,40.11,33.57,35.17,32.96,29.50,31.16,35,33.50,30.67,-,
蒜頭(蒜球)(元/公斤),2000年,20.89,28,23.33,19.89,18,21.67,18.44,20.17,30.67,28.67,39.89,32.89,
韭菜(元/公斤),2000年,81.67,88.33,81.17,63,75.67,71.67,75.33,83.67,89.67,89.75,90,75.63,
韭黃(元/公斤),2000年,28.09,28.78,27.01,12.67,17.41,14.82,15.16,21.26,22.58,12.70,30.21,21.69,
蕹菜(空心菜)(元/公斤),2000年,15.85,15.28,21.88,13.70,22.96,18.12,30.22,34.39,31.61,19.97,51.57,24.92,
芹菜(土芹菜)(元/公斤),2000年,5.80,5.63,5.39,3.60,8.01,7.09,9.86,12.40,19.44,16.04,15.87,14.87,
甘藍(元/公斤),2000年,15.33,19.33,23,10,22.22,27,45.33,52.56,41.78,29.55,35.72,28.80,
甘藍芽(元/公斤),2000年,13.19,9.30,13.60,7.10,15.44,14.80,18.83,20.09,22.77,10.84,38.22,11.14,
小白菜(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
青江白菜(元/公斤),2000年,6.85,5.69,7.14,6.83,8.51,8.08,10.22,10.02,18.25,8.91,20.11,12.15,
結球白菜(元/ 公斤),2000年,14.77,10.55,15.12,12.75,-,18,-,-,-,26.62,35.16,17.46,
菠菜(元/公斤),2000年,12.56,11.10,14.40,7.63,15.03,13.06,19.54,21.38,21.27,11.77,34.07,13.02,
芥藍(元/公斤),2000年,25,8.67,21.20,15.23,19.91,16.49,17.49,20.65,24.57,14.19,38.67,22.78,
莧菜(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
本島萵苣(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
萵苣(油麥菜)(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
茼萵(元/公斤),2000年,9.15,15.67,16.39,10.27,18.75,17.77,21.14,29.89,31.89,22.46,25.49,21.27,
花椰菜(白)(元/公斤),2000年,9.55,13,14.88,13.93,15.93,-,-,-,-,10.88,20.81,19.21,
青花苔(元/公斤),2000年,-,-,-,-,-,-,-,-,494.17,510.78,506.67,300,
金針菜  (乾)(元/公斤),2000年,14.27,14.20,10.10,6.66,5.61,11.36,13.18,15.60,21.93,9.35,23.80,20.04,
胡瓜(黑刺)(元/公斤),2000年,25.08,20.67,14.33,14.50,13.94,21.23,22.28,28,31.14,15.14,42.33,22.15,
花胡瓜(元/公斤),2000年,4.38,4.28,3.67,6.44,6.25,4.05,4.83,5.38,10.02,10.28,9.84,7.08,
冬瓜(元/公斤),2000年,34.09,36.91,36.51,21.22,20.15,14.28,14.45,19.96,30.35,13.16,35.57,31.08,
苦瓜(元/公斤),2000年,40,-,-,-,37.17,19,21.33,43.33,33.33,23.83,40.83,30,
絲瓜(菱角)(元/公斤),2000年,19.67,20.63,22.10,17.65,14.55,14.34,12.06,19.39,19.76,10.73,29.70,17.62,
絲瓜(元/公斤),2000年,14.72,12.86,16.08,9.47,8.82,7.58,7.61,10.57,17.06,7.43,18.93,12.16,
扁蒲(元/公斤),2000年,21.40,19,19.75,15.13,20.17,14.35,14.73,19.77,29.16,11.44,35.22,22.59,
茄子(元/公斤),2000年,13.81,13.29,16.60,19.49,21.53,16.59,16.56,27.50,31.92,26.24,23.81,24.09,
番茄(黑柿)(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
小蕃茄(聖女)(元/公斤),2000年,18.17,17.53,17.44,16.55,22.87,16.58,15.17,17.39,43.67,38.42,37.08,34.67,
甜椒(青椒)(元/公斤),2000年,-,-,-,15,13.11,8.68,8.78,6,-,-,-,-,
西瓜(大粒)(元/公斤),2000年,-,-,16,17.22,11.44,7.25,8.42,8.42,-,16.50,12.56,-,
西瓜(小粒)(元/公斤),2000年,-,-,-,18,8.57,8.94,12.67,-,-,-,-,-,
西瓜(無子)(元/公斤),2000年,28.60,24.82,29,30.92,24.52,16.77,20.21,20.78,25.33,27.33,20.83,18.42,
洋香瓜(元/ 公斤),2000年,-,-,-,23.33,22.50,14.83,13.05,14.73,24.78,28.30,13,11.33,
香瓜(美濃瓜)(元/公斤),2000年,45.12,34.30,26.63,23.47,31.95,38.12,53.50,51.61,52.83,36.95,54.42,38.60,
敏豆(四季豆)(元/公斤),2000年,40.17,32.83,34,24.29,24.49,21.86,20.20,31.50,32.93,25.41,50.22,38.67,
豇豆(元/公斤),2000年,41.47,34.73,48.87,35,38.33,-,-,-,-,71.67,92.78,81.27,
豌豆(元/公斤),2000年,41.22,35.33,40,31.17,52.67,-,-,-,-,73.33,85.83,76.78,
甜豌豆(元/公斤),2000年,9.78,9,9.67,11.33,10.50,9.33,10,9.83,10.17,9.33,9.58,11.58,
毛豆(帶莢)(元/公斤),2000年,30.44,31.67,58.17,43.33,31.78,26.56,19.11,43.33,35,48.67,12.67,27.97,
辣椒(元/公斤),2000年,13.43,10.29,11.26,8,8.74,7.38,10.81,8.97,31.18,21.99,18.54,14.40,
甜玉米(鮮食)(元/公斤),2000年,70,70,-,-,-,-,-,38,33.33,-,-,66.70,
蓮藕(元/公斤),2000年,160.83,173,129.92,82.22,-,-,-,-,-,-,133.75,114.44,
草莓(元/公斤),2000年,91.50,93.67,92.17,80.50,118.67,94.33,100,100,105.33,125.67,115.33,80.67,
洋菇(元/公斤),2000年,564.58,688.75,688.33,688.50,678.92,629.45,608.33,664.78,594.50,512.97,597,582.22,
香菇(太空包)乾(元/公斤),2000年,57.06,56.61,55.33,51.83,50,48.28,47.87,48.33,49.25,49.39,50.53,51.83,
香菇(太空包)鮮(元/公斤),2000年,36.67,37,34.67,35.67,30,30.33,34.67,34.50,34.67,35,35,35,
木耳(黑色溼)(元/公斤),2000年,28.33,45,49.67,50.67,42,39.33,40.33,41.50,41.33,40.33,40,40,
鮑魚菇(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
杏鮑菇(元/公斤),2000年,17.17,17.67,18.33,11.67,-,-,-,-,22,19.58,15.08,14.41,
葡萄柚(元/公斤),2000年,-,-,53,55.78,47.66,30.39,19.17,-,-,-,-,-,
芒果(在來)(元/公斤),2000年,-,-,-,39.67,41.67,29.27,21.32,44.11,-,-,-,-,
芒果(愛文)(元/公斤),2000年,-,-,-,43.33,43.50,16.06,11.23,6,-,-,-,-,
芒果(金煌)(元/公斤),2000年,33,11.83,5.57,8.73,15.60,14.67,4.73,6.83,13.95,15.50,25.45,24.83,
番石榴(泰國)(元/公斤),2000年,33.11,17.53,7.89,5.97,14.39,16.68,10.83,7.23,14.83,16.01,22.36,22.60,
番石榴(世紀)(元/公斤),2000年,53.44,27,19.22,14.67,18.44,17.67,5.83,14.17,26.50,38.33,56.17,55.50,
番石榴(珍珠)(元/公斤),2000年,50.83,46.83,37.49,38.95,46.78,20.67,-,-,-,-,42.50,52.83,
蓮霧(元/公斤),2000年,-,93.33,119.17,132.08,-,-,-,-,-,-,-,-,
枇杷(元/公斤),2000年,-,-,-,-,47,37.11,29.27,-,-,-,-,-,
荔枝(黑葉)(元/公斤),2000年,-,-,-,-,186.67,110,-,-,-,-,-,-,
荔枝(玉荷)(元/公斤),2000年,-,-,-,-,-,-,50,35.68,38.17,-,-,-,
龍眼(大粒)(元/公斤),2000年,43.49,36.78,40.50,-,-,-,-,-,-,-,31,44.56,
棗子(元/公斤),2000年,62.59,74.11,60.83,-,-,-,-,68.33,62.92,58.33,54.50,58.33,
番荔枝(元/公斤),2000年,26.38,23.12,19.74,-,-,-,-,12,22.44,25.73,28.60,26.77,
楊桃(馬來種)(元/公斤),2000年,-,-,-,-,-,99.17,62.50,41.33,51,54.33,36.67,57.33,
酪梨(元/公斤),2000年,6.29,8.74,7.48,8.29,7.19,8.44,8.37,10.42,11.75,9.13,8.13,6.01,
椰子(元/公斤),2000年,1.15,1.49,1.53,1.67,1.64,2.28,1.51,0.89,0.62,0.38,0.41,0.53,
檳榔(元/ 粒),2000年,16.31,15.50,17.50,17.22,17,12.36,10.78,19.46,23.62,19.80,24.63,21.06,
木瓜(元/公斤),2000年,-,-,-,-,25,38,35.05,29.36,21.17,19.67,17.67,16.67,
百香果(元/公斤),2000年,12.90,12.48,14.45,11.11,8.37,4.63,9.26,9.30,11.61,18.39,23.90,26.72,
香蕉(內銷)(元/公斤),2000年,20,19,17,11.67,13.07,13.11,10.60,9.03,12.27,12.66,11.03,11.22,
鳳梨(開英)(元/公斤),2000年,13,12.67,11.33,13.33,15.83,15.67,12.83,11.67,-,-,-,9.67,
鳳梨(17號)(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
紅龍果(元/公斤),2000年,26.99,31.93,17.55,-,-,-,-,-,-,28.06,26.23,25.60,
椪柑(元/公斤),2000年,32.05,28.96,26.32,26.38,-,-,-,-,-,-,-,-,
桶柑(元/公斤),2000年,-,-,-,-,-,-,-,38,30.84,-,-,-,
文旦(元/公斤),2000年,23.46,25.24,24.87,28,-,-,-,-,-,19.32,17.14,16.13,
柳橙(元/公斤),2000年,12,16.40,18.27,20.59,23.22,31.86,13.01,7.64,7.14,9.28,16.66,17.53,
檸檬(元/公斤),2000年,16.58,9.89,-,-,-,-,-,-,-,-,-,20,
海梨柑(元/公斤),2000年,84.44,73.12,74.67,69.07,-,-,-,-,-,-,-,-,
茂谷柑(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
金柑(元/公斤),2000年,-,-,30,47.12,38.86,23.33,-,-,-,-,-,-,
李(玉李)(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
李(紅肉)(元/公斤),2000年,-,-,-,-,50.83,29.88,25.78,-,-,-,-,-,
鶯歌桃(元/公斤),2000年,-,-,-,59.78,47.06,49.50,-,-,-,-,-,-,
甜桃(元/公斤),2000年,-,-,-,-,-,-,233.33,175,-,-,-,-,
水蜜桃(元/公斤),2000年,-,-,-,-,-,-,-,-,-,30,30,-,
牛心柿(元/公斤),2000年,-,-,-,-,-,-,-,-,-,113.24,135.42,177.55,
甜柿(元/公斤),2000年,-,-,-,-,-,-,-,22.47,22.72,28.33,-,-,
紅柿(軟柿)(元/公斤),2000年,-,-,40.92,25.96,21.72,-,-,-,-,-,-,-,
青梅(手採)(元/公斤),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
青梅(竿採)(元/公斤),2000年,-,-,-,-,-,17.50,16.67,26.54,19.85,29.20,-,-,
橫山梨(元/公斤),2000年,-,-,-,-,141.25,78.55,68.83,87.65,-,-,-,-,
新世紀梨(元/公斤),2000年,-,-,-,-,144.73,61.04,65.25,-,-,-,-,-,
豐水梨(元/公斤),2000年,-,-,-,-,-,-,110,-,-,-,-,-,
幸水梨(元/公斤),2000年,-,-,-,-,-,-,47.58,55.15,66.24,44.30,-,-,
新興梨(元/公斤),2000年,62.52,61.55,-,-,140,63.33,35.18,41.59,52.43,80,45.99,50.32,
巨峰葡萄(元/公斤),2000年,56.13,55.35,55.06,57.33,58.33,51.62,47.35,42.40,37.31,31.45,30.18,29.34,
落花生(帶殼)(元/公斤),2000年,57.11,54.58,52.33,48.33,-,-,-,-,42.33,41,41.67,41.33,
紅豆(中等)(元/公斤),2000年,-,-,64,61,59.67,59.67,62.33,63.33,63.67,64.67,-,-,
綠豆(省產)(元/公斤),2000年,8.86,9.22,10.11,10.44,10.84,10.19,10.18,10.77,10.20,8.55,8.38,8.82,
甘藷(元/公斤),2000年,-,-,198.33,243.75,199.62,177.38,-,110.67,192.44,209.52,222.58,340,
烏龍茶菁(手)(元/公斤),2000年,-,-,12,37.50,24.39,16.53,30,30,17.98,18.49,54.15,-,
烏龍茶菁(機)(元/公斤),2000年,-,-,134.44,162.98,140.33,128.61,-,77.67,133.34,166.61,159.72,250,
金萱茶菁(手)(元/公斤),2000年,-,-,37.78,24.39,13.44,11.66,10,10,14.33,20.50,27.77,-,
金萱茶菁(機)(元/公斤),2000年,-,-,-,-,-,310.17,301.11,295,275.78,265,-,-,
蓮子(脫殼)(元/公斤),2000年,9.48,9.79,9.21,8.13,8.43,7.75,7.67,7.45,8.98,8.71,8.07,8.43,
紅甘蔗(元/公斤),2000年,125.56,123.50,126.83,125,129.56,127.55,120.33,122.50,122.83,122.33,122.56,122.87,
芝麻(黑省產)(元/公斤),2000年,12.12,10.98,9.96,8.95,7.03,6.27,7.35,5.50,5.43,5.21,5.16,5.66,
文心蘭(元/支),2000年,3.31,3.71,3.10,2.69,2.56,2.39,3.15,3.85,3.83,3.59,4.24,3.69,
菊花(大菊)(元/支),2000年,5.28,6.09,4.17,2.82,3.07,2.64,2.80,2.81,3.32,3.01,2.89,3.25,
玫瑰(黛安娜)(元/支),2000年,22.61,24.17,18.76,10.07,9.77,11.08,14.04,12.67,14.72,13.81,11.63,11.63,
火鶴(紅)(元/支),2000年,4.33,2.70,2.67,1.70,3.90,4.07,4.07,3.13,4.75,3.83,3.93,3.27,
非洲菊(元/支),2000年,48.11,51.33,41.33,38.67,46.45,57.83,49.78,82.78,88.39,79.08,60.33,68.89,
滿天星(元/ 把),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
卡斯比亞(元/把),2000年,3.30,3.22,2.45,2.30,2.72,2.14,2,2,2.33,2.50,2.92,2.60,
香石竹(康乃馨)大輪(元/支),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
香石竹(康乃馨)中康(元/支),2000年,13,16.08,6.25,5.08,6.08,6.25,7.25,5.25,5.67,6,7.25,6.42,
天堂鳥(元/支),2000年,4.26,4.99,3.68,2.98,3,2.92,3.17,3.75,3.92,3.50,3.67,3.42,
夜來香(元/支),2000年,3.98,5.43,4.79,3.11,3.97,3.79,5.46,4.44,4.81,4.72,5.61,4.57,
唐菖蒲(劍蘭)(元/支),2000年,24.52,17.77,19.70,11.63,9.30,21.69,18.22,17.70,26.50,31.84,17.58,9.75,
葵百合(紅)(元/支),2000年,13,9.33,9.33,7.40,8,12.67,11,14,16,18.67,9.67,5.67,
姬百合(橙)(元/支),2000年,38.33,30,29,24,22,29,22,23.67,42.50,44.50,27.67,20,
香水百合(白)(元/支),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
香水百合(黃)(元/支),2000年,-,-,-,-,-,-,-,-,-,-,-,-,
聖誕紅(元/盆),1999年,4.83,3.42,3.75,5.47,11.58,7.67,7.67,12.45,11.89,8.08,4.05,3.83,
蘿蔔(元/公斤),1999年,10.71,7.74,7.06,7.29,9,9,-,-,-,-,-,8.33,
胡蘿蔔(元/公斤),1999年,-,7.5,7.17,7,7,-,-,-,-,-,-,-,
牛蒡(元/公斤),1999年,31.33,-,-,-,71.24,61.76,40.11,33.45,33.75,33.84,37.94,37.13,
生薑(嫩薑)(元/公斤),1999年,-,-,-,-,-,-,-,-,-,-,-,-,
生薑(老薑粉薑)(元/公斤),1999年,15.78,16.78,15,14.33,11.67,12.67,13.33,13.83,14.93,13.67,13.7,13.15,
芋頭(元/公斤),1999年,-,-,-,60,69.83,71,45.67,41.33,38.33,27.44,-,-,
綠竹筍(元/公斤),1999年,-,-,-,-,-,-,-,-,-,-,-,-,
烏殼;綠竹筍(元/公斤),1999年,43.17,43.33,36.33,27.78,20.89,14.75,12.42,17.92,17.58,15.67,21.75,33.83,
麻竹筍(元/公斤),1999年,-,-,-,-,-,-,-,-,-,-,-,-,
